"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2003","2003",56.73338,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2004","2004",57.58801,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2005","2005",56.93303,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2006","2006",57.27345,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2007","2007",58.31372,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2008","2008",60.06022,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2009","2009",61.17384,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2010","2010",63.22854,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2011","2011",63.48796,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2012","2012",64.27003,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2013","2013",65.0055,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2014","2014",65.81987,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2015","2015",67.12427,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2016","2016",68.57706,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2017","2017",69.28304,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2018","2018",70.17642,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2019","2019",71.01048,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","40616","Asia (Southern)","2020","2020",71.8633,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","HRV","Croatia","2001","2001",93.06429,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","HRV","Croatia","2011","2011",97.10822,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TON","Tonga","2006","2006",99.08251,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TON","Tonga","2011","2011",99.43422,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TON","Tonga","2018","2018",99.47503,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MDA","Republic of Moldova","2000","2000",88.26568,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MDA","Republic of Moldova","2014","2014",98.83457,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PNG","Papua New Guinea","2000","2000",34.47514,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","PNG","Papua New Guinea","2010","2010",41.26,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2000","2000",65.2925,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2001","2001",66.51754,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2002","2002",67.71798,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2003","2003",70.43793,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2004","2004",71.41455,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2005","2005",70.98275,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2006","2006",69.86031,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2007","2007",70.35002,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2008","2008",71.3691,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2009","2009",70.05845,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2010","2010",71.02816,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2011","2011",72.89323,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2012","2012",76.37992,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2013","2013",75.98445,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2014","2014",77.72068,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2015","2015",75.45715,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2016","2016",76.86089,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2017","2017",77.8364,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2018","2018",74.86993,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2019","2019",75.14489,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40525","Arab States","2020","2020",75.43056,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MDV","Maldives","2000","2000",90.01761,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MDV","Maldives","2006","2006",92.04205,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MDV","Maldives","2014","2014",92.75723,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MDV","Maldives","2016","2016",90.23111,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","GNB","Guinea-Bissau","2000","2000",33.45976,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","GNB","Guinea-Bissau","2014","2014",39.42577,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2005","2005",26.68147,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2006","2006",27.81924,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2008","2008",28.9183,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2012","2012",32.61885,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2013","2013",34.25027,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2014","2014",34.28904,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","IRN","Iran (Islamic Republic of)","2016","2016",36.77053,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2000","2000",84.49407,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2001","2001",84.78919,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2002","2002",84.50323,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2003","2003",84.78291,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2004","2004",85.06793,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2005","2005",85.36687,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2006","2006",83.66204,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2007","2007",84.16806,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2008","2008",84.50463,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2009","2009",84.44664,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2010","2010",84.57686,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2011","2011",84.8538,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2012","2012",85.06696,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2013","2013",85.21467,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2014","2014",85.52022,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2015","2015",85.76075,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2016","2016",86.25092,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2017","2017",86.21751,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2018","2018",86.20666,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2019","2019",86.21531,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40550","Small Island Developing States","2020","2020",86.1865,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2000","2000",83.19954,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2011","2011",94.73817,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2013","2013",86.03942,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","GNQ","Equatorial Guinea","2000","2000",72.81106,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","GNQ","Equatorial Guinea","2010","2010",86.90153,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2000","2000",98.64258,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2013","2013",99.99486,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2014","2014",99.98055,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2015","2015",99.98383,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2016","2016",99.98657,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2018","2018",99.99289,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2019","2019",99.99995,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","AGO","Angola","2001","2001",50.6512,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","AGO","Angola","2014","2014",47.12731,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2001","2001",93.67668,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2007","2007",95.91643,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2009","2009",96.0485,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2011","2011",94.90514,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",96.92596,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",97.41915,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRK","Democratic People's Republic of Korea","2008","2008",99.99979,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MNE","Montenegro","2003","2003",89.34481,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MNE","Montenegro","2011","2011",93.92843,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MNE","Montenegro","2018","2018",96.85303,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2000","2000",87.88713,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2001","2001",88.00926,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2002","2002",88.34321,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2003","2003",89.22876,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2004","2004",89.37778,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2005","2005",89.91394,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2006","2006",89.96274,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2007","2007",90.92903,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2008","2008",91.20862,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2009","2009",91.6132,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2010","2010",91.66986,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2011","2011",92.41946,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2012","2012",92.77817,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2013","2013",92.85113,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2014","2014",93.45618,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2015","2015",93.65277,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2016","2016",94.13626,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2017","2017",94.27896,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2018","2018",94.5187,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2019","2019",94.86161,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40630","Latin America and the Caribbean","2020","2020",95.06489,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KOR","Republic of Korea","2008","2008",99.95417,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2000","2000",82.61945,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2001","2001",82.94737,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2002","2002",82.83994,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2003","2003",83.13438,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2004","2004",83.58362,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2005","2005",83.94773,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2006","2006",82.15812,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2007","2007",82.6671,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2008","2008",83.16167,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2009","2009",83.21577,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2010","2010",83.19574,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2011","2011",83.55666,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2012","2012",83.73637,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2013","2013",84.0134,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2014","2014",84.30568,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2015","2015",84.44959,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2016","2016",84.8572,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2017","2017",84.87761,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2018","2018",84.86475,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2019","2019",84.85833,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40344","Small Island Developing States","2020","2020",84.83244,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","WSM","Samoa","2011","2011",96.30314,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","WSM","Samoa","2018","2018",97.70508,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2000","2000",95.37885,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2001","2001",95.53501,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2002","2002",95.92423,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2003","2003",96.31069,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2004","2004",96.63963,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2005","2005",96.91928,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2006","2006",96.84212,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2007","2007",97.05064,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2008","2008",97.25056,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2009","2009",99.0994,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2010","2010",99.1943,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2011","2011",99.25266,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2012","2012",99.31083,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2013","2013",99.3719,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2014","2014",99.35835,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2015","2015",99.45434,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2016","2016",99.51072,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2017","2017",99.54776,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2018","2018",99.56625,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2019","2019",99.64681,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40612","Asia (Central)","2020","2020",99.65509,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BTN","Bhutan","2005","2005",65.04778,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BTN","Bhutan","2012","2012",66.00306,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BTN","Bhutan","2017","2017",75.01985,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","KGZ","Kyrgyzstan","2009","2009",90.30783,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","KGZ","Kyrgyzstan","2018","2018",96.16295,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","ALB","Albania","2001","2001",99.42175,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","ALB","Albania","2008","2008",98.84147,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","ALB","Albania","2011","2011",98.61158,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","ALB","Albania","2012","2012",98.9171,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","ALB","Albania","2018","2018",99.03126,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CYM","Cayman Islands","2007","2007",99.02148,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2000","2000",92.24297,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2001","2001",92.29344,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2002","2002",92.38422,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2003","2003",92.59228,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2004","2004",92.7277,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2005","2005",92.99779,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2006","2006",92.85918,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2007","2007",93.05057,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2008","2008",93.4366,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2009","2009",94.1617,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2010","2010",94.42636,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2011","2011",95.0938,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2012","2012",95.45249,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2013","2013",95.53731,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2014","2014",95.68371,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2015","2015",95.82461,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2016","2016",97.06209,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2017","2017",96.15041,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2018","2018",96.27373,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2019","2019",96.41931,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","40530","Central and Eastern Europe","2020","2020",96.56251,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","ETH","Ethiopia","2005","2005",14.641,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","ETH","Ethiopia","2007","2007",18.47998,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","ETH","Ethiopia","2017","2017",23.87353,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TLS","Timor-Leste","2010","2010",14.70806,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TLS","Timor-Leste","2018","2018",21.41025,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2000","2000",74.44385,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2001","2001",74.40565,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2002","2002",73.63401,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2003","2003",74.26351,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2004","2004",74.33851,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2005","2005",75.89371,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2006","2006",76.58454,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2007","2007",77.45164,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2008","2008",77.49648,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2009","2009",78.33371,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2010","2010",77.90148,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2011","2011",79.00836,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2012","2012",80.04695,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2013","2013",80.09644,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2014","2014",80.9997,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2015","2015",81.43567,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2016","2016",82.68317,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2017","2017",83.11526,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2018","2018",83.63092,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2019","2019",84.3422,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40520","Latin America and the Caribbean","2020","2020",84.9255,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","COG","Congo","2005","2005",66.40569,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","COG","Congo","2011","2011",71.7576,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","COG","Congo","2018","2018",73.42524,"‡","UIS Estimation"
