indicator_name,age_demographic,sex_demographic,location,country,year,literacy_rate,lit_flag_codes,lit_flags,pop_flag_codes,pop_flags,population,youth_goal_met,illiteracy_rate,illiterate_population
Elderly literacy rate,65+ years,Male,CAF,Central African Republic,2000,0.22835629999999998,,,,,129000,,0.7716437,99542.03730000001
Elderly literacy rate,65+ years,Male,CAF,Central African Republic,2010,0.5554878999999999,‡,UIS Estimation,,,133000,,0.4445121000000001,59120.10930000001
Elderly literacy rate,65+ years,Male,CAF,Central African Republic,2018,0.5451517,‡,UIS Estimation,,,132000,,0.4548483,60039.9756
Literacy rate,25-64 years,Male,BRN,Brunei Darussalam,2001,0.9597219,,,,,166000,,0.04027809999999998,6686.164599999997
Literacy rate,25-64 years,Male,BRN,Brunei Darussalam,2011,0.9783945,,,,,207000,,0.021605500000000055,4472.338500000012
Literacy rate,25-64 years,Male,BRN,Brunei Darussalam,2018,0.9822333999999999,‡,UIS Estimation,,,240000,,0.017766600000000077,4263.984000000019
Literacy rate,25-64 years,Male,LTU,Lithuania,2001,0.996851,,,,,1809000,,0.0031489999999999574,5696.540999999923
Literacy rate,25-64 years,Male,LTU,Lithuania,2011,0.9977168000000001,,,,,1650000,,0.0022831999999999297,3767.2799999998842
Adult literacy rate,15+ years,Female,SYR,Syrian Arab Republic,2002,0.7424044000000001,,,,,10193000,,0.2575955999999999,2625671.9507999993
Adult literacy rate,15+ years,Female,SYR,Syrian Arab Republic,2004,0.7362656,,,,,10780000,,0.26373440000000004,2843056.8320000004
Literacy rate,25-64 years,Female,TON,Tonga,2006,0.9907805000000001,,,,,38000,,0.009219499999999936,350.34099999999756
Literacy rate,25-64 years,Female,TON,Tonga,2011,0.9949509999999999,,,,,40000,,0.005049000000000081,201.96000000000325
Literacy rate,25-64 years,Female,TON,Tonga,2018,0.9947933999999999,‡,UIS Estimation,,,40000,,0.005206600000000061,208.26400000000245
Literacy rate,25-64 years,Male,NAM,Namibia,2001,0.8650018,,,,,616000,,0.13499819999999996,83158.89119999997
Literacy rate,25-64 years,Male,NAM,Namibia,2007,0.7233277,‡,UIS Estimation,,,719000,,0.2766723,198927.38369999998
Literacy rate,25-64 years,Male,NAM,Namibia,2011,0.8971173,,,,,796000,,0.1028827,81894.6292
Literacy rate,25-64 years,Male,NAM,Namibia,2018,0.9151648,‡,UIS Estimation,,,968000,,0.0848352,82120.4736
Literacy rate,25-64 years,Female,SAU,Saudi Arabia,2000,0.608866,,,,,8384000,,0.391134,3279267.456
Literacy rate,25-64 years,Female,SAU,Saudi Arabia,2004,0.7181926,,,,,10117000,,0.28180740000000004,2851045.4658000004
Literacy rate,25-64 years,Female,SAU,Saudi Arabia,2013,0.9193429999999999,,,,,15956000,,0.08065700000000009,1286963.0920000013
Literacy rate,25-64 years,Female,SAU,Saudi Arabia,2017,0.9383347999999999,,,,,18841000,,0.06166520000000009,1161834.0332000016
Literacy rate,25-64 years,Female,SAU,Saudi Arabia,2020,0.9680136,,,,,20446000,,0.03198639999999997,653993.9343999994
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2000,0.6549422,,,,,,,0.34505779999999997,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2001,0.6544834,,,,,,,0.34551659999999995,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2002,0.6583866999999999,,,,,,,0.3416133000000001,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2003,0.6620725000000001,,,,,,,0.33792749999999994,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2004,0.6656626,,,,,,,0.3343374,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2005,0.6690797,,,,,,,0.33092029999999995,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2006,0.6720820000000001,,,,,,,0.32791799999999993,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2007,0.6751140999999999,,,,,,,0.32488590000000006,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2008,0.67809,,,,,,,0.32191000000000003,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2009,0.6809701,,,,,,,0.3190299,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2010,0.6867013,,,,,,,0.31329870000000004,
Adult literacy rate,15+ years,Both Sexes,40656,Oceania (excl. Australia/New Zealand),2011,0.6862950999999999,‡,UIS Estimation,,,,,0.31370490000000006,
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2002,0.868301,,,,,3603000,,0.131699,474511.49700000003
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2007,0.8786071,,,,,4019000,,0.12139290000000003,487878.0651000001
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2010,0.8941792,,,,,4277000,,0.10582080000000005,452595.5616000002
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2011,0.8989032,,,,,4366000,,0.10109679999999999,441388.62879999995
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2012,0.9004631000000001,,,,,4455000,,0.09953689999999993,443436.8894999997
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2013,0.9051591999999999,,,,,4544000,,0.09484080000000006,430956.5952000003
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2014,0.9165365,,,,,4633000,,0.08346350000000002,386686.3955000001
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2015,0.9214915,,,,,4722000,,0.07850849999999998,370717.13699999993
Literacy rate,25-64 years,Both Sexes,DOM,Dominican Republic,2016,0.9421155,,,,,4811000,,0.057884500000000005,278482.32950000005
Elderly literacy rate,65+ years,Both Sexes,TTO,Trinidad and Tobago,2000,0.872,‡,UIS Estimation,,,82000,,0.128,10496
Elderly literacy rate,65+ years,Both Sexes,TTO,Trinidad and Tobago,2010,0.938,‡,UIS Estimation,,,110000,,0.062000000000000055,6820.000000000006
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2006,0.8326501000000001,,,,,2467000,,0.16734989999999994,412852.2032999999
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2007,0.8159021,,,,,2493000,,0.18409790000000004,458956.0647000001
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2008,0.8365197000000001,,,,,2516000,,0.1634802999999999,411316.43479999976
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2009,0.8393847999999999,,,,,2541000,,0.16061520000000007,408123.2232000002
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2010,0.8385522000000001,,,,,2567000,,0.16144779999999992,414436.5025999998
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2011,0.8508495,,,,,2596000,,0.14915049999999996,387194.6979999999
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2013,0.8639838000000001,,,,,2665000,,0.13601619999999992,362483.1729999998
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2015,0.8783719999999999,,,,,2741000,,0.12162800000000007,333382.3480000002
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2016,0.8797476000000001,,,,,2787000,,0.12025239999999993,335143.43879999977
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2017,0.8870705999999999,,,,,2834000,,0.11292940000000007,320041.9196000002
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2018,0.8975494999999999,,,,,2882000,,0.10245050000000011,295262.3410000003
Literacy rate,25-64 years,Both Sexes,SLV,El Salvador,2019,0.8996935,,,,,2930000,,0.10030649999999997,293898.0449999999
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2002,0.8534285,,,,,1249000,,0.14657149999999997,183067.80349999995
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2008,0.8818483,,,,,1497000,,0.11815169999999997,176873.09489999997
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2009,0.8978826999999999,,,,,1545000,,0.10211730000000008,157771.2285000001
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2011,0.8905599,,,,,1649000,,0.10944010000000004,180466.72490000006
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2013,0.8888762,,,,,1761000,,0.1111238,195689.01179999998
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2015,0.8993114,,,,,1904000,,0.10068860000000002,191711.09440000003
Elderly literacy rate,65+ years,Both Sexes,CHL,Chile,2017,0.9039109999999999,,,,,2067000,,0.09608900000000009,198615.9630000002
Literacy rate,25-64 years,Male,40044,Low income countries,2000,0.5978719,,,,,,,0.4021281,
Literacy rate,25-64 years,Male,40044,Low income countries,2001,0.6041544,,,,,,,0.3958456,
Literacy rate,25-64 years,Male,40044,Low income countries,2002,0.609008,,,,,,,0.390992,
Literacy rate,25-64 years,Male,40044,Low income countries,2003,0.6104742000000001,,,,,,,0.3895257999999999,
Literacy rate,25-64 years,Male,40044,Low income countries,2004,0.6161835,,,,,,,0.3838165,
Literacy rate,25-64 years,Male,40044,Low income countries,2005,0.6190968,,,,,,,0.3809032,
Literacy rate,25-64 years,Male,40044,Low income countries,2006,0.5934258,,,,,,,0.4065742,
Literacy rate,25-64 years,Male,40044,Low income countries,2007,0.6019203000000001,,,,,,,0.3980796999999999,
Literacy rate,25-64 years,Male,40044,Low income countries,2008,0.6050730999999999,,,,,,,0.3949269000000001,
Literacy rate,25-64 years,Male,40044,Low income countries,2009,0.6103837999999999,,,,,,,0.3896162000000001,
Literacy rate,25-64 years,Male,40044,Low income countries,2010,0.6123071,,,,,,,0.3876929,
Literacy rate,25-64 years,Male,40044,Low income countries,2011,0.6261375,,,,,,,0.3738625,
Literacy rate,25-64 years,Male,40044,Low income countries,2012,0.6281921,,,,,,,0.37180789999999997,
Literacy rate,25-64 years,Male,40044,Low income countries,2013,0.635125,,,,,,,0.36487499999999995,
Literacy rate,25-64 years,Male,40044,Low income countries,2014,0.639698,,,,,,,0.360302,
Literacy rate,25-64 years,Male,40044,Low income countries,2015,0.6429691,,,,,,,0.35703090000000004,
Literacy rate,25-64 years,Male,40044,Low income countries,2016,0.6463377,,,,,,,0.3536623,
Literacy rate,25-64 years,Male,40044,Low income countries,2017,0.6517111,,,,,,,0.3482889,
Literacy rate,25-64 years,Male,40044,Low income countries,2018,0.6550100999999999,,,,,,,0.34498990000000007,
Literacy rate,25-64 years,Male,40044,Low income countries,2019,0.6576773,‡,UIS Estimation,,,,,0.3423227,
Literacy rate,25-64 years,Male,40044,Low income countries,2020,0.6599275,‡,UIS Estimation,,,,,0.3400725,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2000,0.36728230000000006,,,,,,,0.6327176999999999,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2001,0.37481349999999997,,,,,,,0.6251865000000001,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2002,0.3776954,,,,,,,0.6223046,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2003,0.3823972,,,,,,,0.6176028,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2004,0.3986544,,,,,,,0.6013455999999999,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2005,0.4063096,,,,,,,0.5936904000000001,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2006,0.4453295,,,,,,,0.5546705000000001,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2007,0.41603569999999995,,,,,,,0.5839643000000001,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2008,0.4345249,,,,,,,0.5654751,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2009,0.4513682,,,,,,,0.5486318,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2010,0.4512762,,,,,,,0.5487238,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2011,0.45893459999999997,,,,,,,0.5410654,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2012,0.4592095,,,,,,,0.5407905,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2013,0.4714967,,,,,,,0.5285033,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2014,0.4783765,,,,,,,0.5216235,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2015,0.48044400000000004,,,,,,,0.5195559999999999,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2016,0.4919309,,,,,,,0.5080690999999999,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2017,0.4832424,,,,,,,0.5167576,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2018,0.4925674,,,,,,,0.5074326,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2019,0.4989553,,,,,,,0.5010447,
Elderly literacy rate,65+ years,Male,40606,Africa (Sub-Saharan),2020,0.5056078,,,,,,,0.49439219999999995,
Elderly literacy rate,65+ years,Female,ARE,United Arab Emirates,2005,0.2808792,,,,,41000,,0.7191208,29483.9528
Elderly literacy rate,65+ years,Female,ARE,United Arab Emirates,2019,0.7724205999999999,‡,UIS Estimation,,,113000,,0.2275794000000001,25716.47220000001
Elderly literacy rate,65+ years,Male,ARM,Armenia,2001,0.9868508,,,,,318000,,0.013149199999999972,4181.445599999991
Elderly literacy rate,65+ years,Male,ARM,Armenia,2011,0.9949292,,,,,313000,,0.005070800000000042,1587.1604000000132
Elderly literacy rate,65+ years,Male,ARM,Armenia,2017,0.9952224,,,,,327000,,0.0047776000000000485,1562.275200000016
Elderly literacy rate,65+ years,Male,ARM,Armenia,2020,0.9966425999999999,,,,,350000,,0.003357400000000066,1175.090000000023
Literacy rate,25-64 years,Both Sexes,BDI,Burundi,2000,0.5330113,,,,,1744000,,0.46698870000000003,814428.2928
Literacy rate,25-64 years,Both Sexes,BDI,Burundi,2008,0.40989490000000006,,,,,2359000,,0.5901050999999999,1392057.9308999998
Literacy rate,25-64 years,Both Sexes,BDI,Burundi,2014,0.5471782000000001,,,,,3121000,,0.45282179999999994,1413256.8377999999
Literacy rate,25-64 years,Both Sexes,BDI,Burundi,2017,0.6079981,,,,,3538000,,0.3920019,1386902.7222
Adult literacy rate,15+ years,Both Sexes,CYP,Cyprus,2001,0.9680363,,,,,749000,,0.03196370000000004,23940.81130000003
Adult literacy rate,15+ years,Both Sexes,CYP,Cyprus,2011,0.9867843000000001,,,,,926000,,0.013215699999999941,12237.738199999945
Youth literacy rate,15-24 years,Both Sexes,MMR,Myanmar,2000,0.9458631,,,,,9759000,,0.05413690000000004,528322.0071000004
Youth literacy rate,15-24 years,Both Sexes,MMR,Myanmar,2016,0.8475116,‡,UIS Estimation,,,9634000,,0.15248839999999997,1469073.2455999998
Youth literacy rate,15-24 years,Both Sexes,MMR,Myanmar,2019,0.9541512,,,,,9795000,TRUE,0.04584880000000002,449088.9960000002
Adult literacy rate,15+ years,Both Sexes,NGA,Nigeria,2003,0.5477318,,,,,74304000,,0.4522682,33605336.3328
Adult literacy rate,15+ years,Both Sexes,NGA,Nigeria,2006,0.7019835000000001,,,,,80110000,,0.2980164999999999,23874101.814999994
Adult literacy rate,15+ years,Both Sexes,NGA,Nigeria,2008,0.5107766,‡,UIS Estimation,,,84222000,,0.4892234,41203373.1948
Adult literacy rate,15+ years,Both Sexes,NGA,Nigeria,2018,0.6201601,‡,UIS Estimation,,,109951000,,0.3798399,41763776.844900005
Elderly literacy rate,65+ years,Female,JOR,Jordan,2003,0.174995,,,,,176000,,0.825005,145200.88
Elderly literacy rate,65+ years,Female,JOR,Jordan,2005,0.2092109,,,,,193000,,0.7907891,152622.29630000002
Elderly literacy rate,65+ years,Female,JOR,Jordan,2007,0.25201609999999997,,,,,216000,,0.7479839,161564.52240000002
Elderly literacy rate,65+ years,Female,JOR,Jordan,2010,0.2954734,,,,,264000,,0.7045266,185995.0224
Elderly literacy rate,65+ years,Female,JOR,Jordan,2011,0.3349996,,,,,279000,,0.6650004,185535.1116
Elderly literacy rate,65+ years,Female,JOR,Jordan,2012,0.8009995999999999,,,,,296000,,0.19900040000000008,58904.11840000002
Elderly literacy rate,65+ years,Female,JOR,Jordan,2018,0.8560987,‡,UIS Estimation,,,383000,,0.1439013,55114.19790000001
Literacy rate,25-64 years,Female,ETH,Ethiopia,2005,0.111135,‡,UIS Estimation,,,23751000,,0.888865,21111432.615000002
Literacy rate,25-64 years,Female,ETH,Ethiopia,2007,0.1905971,,,,,25283000,,0.8094029,20464133.5207
Literacy rate,25-64 years,Female,ETH,Ethiopia,2017,0.3114743,‡,UIS Estimation,,,35775000,,0.6885257,24632006.9175
Literacy rate,25-64 years,Female,TUR,Turkey,2004,0.8043374,,,,,30553000,,0.19566260000000002,5978079.417800001
Literacy rate,25-64 years,Female,TUR,Turkey,2005,0.8172289,,,,,31306000,,0.18277109999999996,5721832.056599999
Literacy rate,25-64 years,Female,TUR,Turkey,2006,0.8151851000000001,,,,,32061000,,0.1848148999999999,5925350.508899997
Literacy rate,25-64 years,Female,TUR,Turkey,2007,0.8248675,,,,,32803000,,0.17513250000000002,5744871.397500001
Literacy rate,25-64 years,Female,TUR,Turkey,2009,0.8748026,,,,,34316000,,0.12519740000000001,4296273.9784
Literacy rate,25-64 years,Female,TUR,Turkey,2010,0.9095286,,,,,35115000,,0.09047139999999998,3176903.210999999
Literacy rate,25-64 years,Female,TUR,Turkey,2011,0.9298778,,,,,35923000,,0.07012220000000002,2518999.790600001
Literacy rate,25-64 years,Female,TUR,Turkey,2012,0.9403205,+,National Estimation,,,36753000,,0.059679499999999996,2193400.6635
Literacy rate,25-64 years,Female,TUR,Turkey,2013,0.9451236000000001,,,,,37592000,,0.054876399999999936,2062913.6287999975
Literacy rate,25-64 years,Female,TUR,Turkey,2014,0.9488093000000001,,,,,38423000,,0.05119069999999992,1966900.266099997
Literacy rate,25-64 years,Female,TUR,Turkey,2015,0.9517587000000001,,,,,39239000,,0.04824129999999993,1892940.3706999973
Literacy rate,25-64 years,Female,TUR,Turkey,2016,0.9551723,,,,,40044000,,0.044827700000000026,1795080.418800001
Literacy rate,25-64 years,Female,TUR,Turkey,2017,0.9592654,,,,,40851000,,0.040734599999999954,1664049.1445999981
Literacy rate,25-64 years,Female,TUR,Turkey,2019,0.9685131,,,,,42349000,,0.031486899999999984,1333438.7280999993
Elderly literacy rate,65+ years,Female,AGO,Angola,2001,0.1886121,,,,,436000,,0.8113878999999999,353765.1244
Elderly literacy rate,65+ years,Female,AGO,Angola,2014,0.1143792,,,,,620000,,0.8856208,549084.896
Literacy rate,25-64 years,Female,PHL,Philippines,2000,0.9278276,,,,,30007000,,0.07217240000000003,2165677.2068000007
Literacy rate,25-64 years,Female,PHL,Philippines,2003,0.9227257,‡,UIS Estimation,,,32510000,,0.07727430000000002,2512187.4930000007
Literacy rate,25-64 years,Female,PHL,Philippines,2008,0.9562457000000001,,,,,37502000,,0.04375429999999991,1640873.7585999968
Literacy rate,25-64 years,Female,PHL,Philippines,2013,0.967058,,,,,42583000,,0.03294200000000003,1402769.1860000012
Literacy rate,25-64 years,Female,PHL,Philippines,2015,0.9831498000000001,,,,,44586000,,0.016850199999999926,751283.0171999967
Literacy rate,25-64 years,Female,PHL,Philippines,2019,0.9686774,,,,,48962000,,0.03132259999999998,1533617.141199999
Elderly literacy rate,65+ years,Female,RWA,Rwanda,2000,0.0567376,,,,,289000,,0.9432624000000001,272602.8336
Elderly literacy rate,65+ years,Female,RWA,Rwanda,2010,0.2035384,‡,UIS Estimation,,,258000,,0.7964616,205487.09279999998
Elderly literacy rate,65+ years,Female,RWA,Rwanda,2012,0.13200810000000002,,,,,274000,,0.8679919,237829.7806
Elderly literacy rate,65+ years,Female,RWA,Rwanda,2014,0.1050422,,,,,293000,,0.8949578,262222.6354
Elderly literacy rate,65+ years,Female,RWA,Rwanda,2018,0.1492616,,,,,361000,,0.8507384,307116.5624
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2000,0.9581658000000001,,,,,,,0.04183419999999993,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2001,0.9584236,,,,,,,0.04157639999999996,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2002,0.9587707000000001,,,,,,,0.04122929999999991,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2003,0.9595825000000001,,,,,,,0.040417499999999884,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2004,0.9598051,,,,,,,0.04019490000000003,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2005,0.9635835,,,,,,,0.03641649999999996,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2006,0.9625291,,,,,,,0.037470899999999974,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2007,0.9636203999999999,,,,,,,0.03637960000000007,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2008,0.965171,,,,,,,0.034829,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2009,0.9670369,,,,,,,0.03296310000000002,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2010,0.9696144,,,,,,,0.030385600000000013,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2011,0.9744395,,,,,,,0.025560499999999986,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2012,0.9769508,,,,,,,0.023049199999999992,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2013,0.9779000000000001,,,,,,,0.022099999999999898,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2014,0.9790697,,,,,,,0.020930299999999957,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2015,0.9801430999999999,,,,,,,0.019856900000000066,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2016,0.9859488000000001,,,,,,,0.01405119999999993,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2017,0.9823307,,,,,,,0.0176693,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2018,0.9831724,,,,,,,0.016827600000000054,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2019,0.9840099999999999,,,,,,,0.01599000000000006,
Elderly literacy rate,65+ years,Male,40530,Central and Eastern Europe,2020,0.9848117000000001,,,,,,,0.015188299999999932,
Elderly literacy rate,65+ years,Female,BGR,Bulgaria,2001,0.9503649,,,,,1337000,,0.04963510000000004,66362.12870000006
Elderly literacy rate,65+ years,Female,BGR,Bulgaria,2011,0.9674603999999999,,,,,1359000,,0.03253960000000011,44221.316400000156
Literacy rate,25-64 years,Male,SLE,Sierra Leone,2004,0.42474670000000003,,,,,1788000,,0.5752533,1028552.9003999999
Literacy rate,25-64 years,Male,SLE,Sierra Leone,2013,0.3478517,‡,UIS Estimation,,,2356000,,0.6521483,1536461.3948000001
Literacy rate,25-64 years,Male,SLE,Sierra Leone,2018,0.43853499999999995,‡,UIS Estimation,,,2729000,,0.5614650000000001,1532237.9850000003
Elderly literacy rate,65+ years,Both Sexes,SEN,Senegal,2002,0.1429824,,,,,332000,,0.8570176,284529.8432
Elderly literacy rate,65+ years,Both Sexes,SEN,Senegal,2006,0.1857894,,,,,367000,,0.8142106,298815.2902
Elderly literacy rate,65+ years,Both Sexes,SEN,Senegal,2009,0.2040615,,,,,393000,,0.7959385,312803.8305
Elderly literacy rate,65+ years,Both Sexes,SEN,Senegal,2011,0.2502788,,,,,409000,,0.7497212,306635.9708
Elderly literacy rate,65+ years,Both Sexes,SEN,Senegal,2013,0.21583629999999998,,,,,426000,,0.7841637,334053.7362
Elderly literacy rate,65+ years,Both Sexes,SEN,Senegal,2017,0.27666799999999997,,,,,474000,,0.7233320000000001,342859.368
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2000,0.3298853,,,,,,,0.6701147000000001,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2001,0.3323626,,,,,,,0.6676374,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2002,0.33338470000000003,,,,,,,0.6666152999999999,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2003,0.3356196,,,,,,,0.6643804,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2004,0.33586469999999996,,,,,,,0.6641353000000001,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2005,0.3251441,,,,,,,0.6748559000000001,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2006,0.3356488,,,,,,,0.6643512,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2007,0.32755540000000005,,,,,,,0.6724446,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2008,0.3353723,,,,,,,0.6646277,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2009,0.3371293,,,,,,,0.6628707,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2010,0.38206,,,,,,,0.6179399999999999,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2011,0.3876541,,,,,,,0.6123459,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2012,0.38623019999999997,,,,,,,0.6137698,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2013,0.3909448,,,,,,,0.6090552,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2014,0.3974452,,,,,,,0.6025548000000001,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2015,0.4021056,,,,,,,0.5978943999999999,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2016,0.4141246,,,,,,,0.5858753999999999,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2017,0.42498559999999996,,,,,,,0.5750144,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2018,0.43088940000000003,,,,,,,0.5691105999999999,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2019,0.4409776,,,,,,,0.5590223999999999,
Elderly literacy rate,65+ years,Both Sexes,40616,Asia (Southern),2020,0.4507164,,,,,,,0.5492836,
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2001,0.9719331,,,,,26764000,,0.028066900000000006,751182.5116000002
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2006,0.986108,‡,UIS Estimation,,,28656000,,0.013892000000000015,398089.15200000047
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2009,0.9898342,‡,UIS Estimation,,,29853000,,0.010165800000000003,303479.62740000006
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2010,0.9895497,‡,UIS Estimation,,,30247000,,0.010450300000000023,316090.2241000007
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2011,0.9910833,‡,UIS Estimation,,,30651000,,0.0089167,273305.7717
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2012,0.9910523000000001,‡,UIS Estimation,,,31044000,,0.008947699999999892,277772.39879999665
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2013,0.9912195,‡,UIS Estimation,,,31432000,,0.008780499999999969,275988.67599999905
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2014,0.9899389,‡,UIS Estimation,,,31822000,,0.010061100000000045,320164.3242000014
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2015,0.9917995999999999,‡,UIS Estimation,,,32215000,,0.008200400000000108,264175.8860000035
Adult literacy rate,15+ years,Both Sexes,ARG,Argentina,2016,0.9912501,‡,UIS Estimation,,,32596000,,0.008749899999999977,285211.74039999925
